year_month,postal_code,customer_class,total_gallons
201610,78751,Residential,16666200
201301,78754,Irrigation - Residential,0
201408,78730,Irrigation - Multi-Family,1739600
201207,78735,Multi-Family,11845100
201703,78735,Multi-Family,9033600
201609,78719,Residential,1592400
201512,78748,Irrigation - Residential,53000
201511,78738,Residential,4800
201306,78753,Residential,47984300
201407,78749,Irrigation - Residential,25500
201412,78660,Multi-Family,4082800
201509,78752,Irrigation - Multi-Family,293100
201503,78721,Irrigation - Residential,5900
201501,78704,Multi-Family,50327400
201607,78703,Irrigation - Residential,1829600
201308,78721,Residential,17323100
201303,78738,Residential,8000
201605,78739,Irrigation - Multi-Family,3600
201412,78730,Residential,19082200
201205,78702,Irrigation - Residential,33500
201306,78736,Residential,15871700
201306,78728,Irrigation - Multi-Family,1066000
201203,78722,Irrigation - Multi-Family,84000
201404,78728,Multi-Family,5627600
201312,78742,Residential,675000
201808,78735,Residential,35402500
201206,78759,Irrigation - Multi-Family,1710600
201204,78613,Multi-Family,25500
201504,78703,Residential,39982800
201407,78744,Multi-Family,25268600
201203,78703,Irrigation - Residential,649100
201707,78702,Multi-Family,12931000
201805,78738,Residential,48500
201212,78731,Multi-Family,17488200
201601,78717,Multi-Family,12438500
201606,78748,Irrigation - Residential,15600
201403,78613,Multi-Family,272800
201210,78660,Irrigation - Residential,11300
201605,78728,Irrigation - Multi-Family,1147000
201403,78727,Irrigation - Multi-Family,1589000
201502,78728,Multi-Family,6706000
201503,78747,Irrigation - Multi-Family,82700
201701,78735,Irrigation - Multi-Family,1353900
201510,78739,Irrigation - Multi-Family,176900
201501,78719,Multi-Family,510900
201701,78729,Multi-Family,21436400
201305,78702,Irrigation - Multi-Family,805900
201511,78725,Multi-Family,187000
201803,78701,Multi-Family,14944900
201804,78735,Residential,19980400
201510,78729,Irrigation - Multi-Family,6033900
201411,78703,Residential,54790400
201406,78738,Residential,6800
201710,78705,Residential,10282000
201409,78729,Multi-Family,22513300
201303,78752,Multi-Family,16819700
201209,78702,Irrigation - Residential,34200
201201,78704,Irrigation - Multi-Family,836600
201402,78756,Irrigation - Multi-Family,22600
201311,78735,Multi-Family,8921200
201307,78753,Irrigation - Residential,28400
201409,78728,Irrigation - Multi-Family,1550200
201710,78736,Multi-Family,4054100
201311,78757,Irrigation - Residential,75300
201602,78705,Irrigation - Residential,31600
201310,78747,Irrigation - Multi-Family,584300
201307,78749,Residential,110119400
201601,78751,Residential,13843500
201712,78753,Residential,33928000
201208,78745,Residential,106259100
201504,78748,Irrigation - Multi-Family,1970800
201603,78722,Multi-Family,3222600
201212,78652,Irrigation - Residential,54100
201202,78754,Irrigation - Residential,0
201304,78736,Irrigation - Multi-Family,328900
201301,78721,Irrigation - Residential,3500
201305,78660,Irrigation - Residential,8800
201308,78747,Irrigation - Multi-Family,1451800
201204,78759,Irrigation - Residential,63600
201210,78717,Multi-Family,7475000
201804,78705,Residential,9065200
201305,78748,Irrigation - Residential,11900
201503,78730,Residential,16561400
201801,78738,Residential,0
201406,78747,Irrigation - Multi-Family,696800
201208,78747,Irrigation - Residential,22600
201511,78735,Multi-Family,8208900
201504,78741,Irrigation - Residential,6600
201411,78702,Irrigation - Residential,35200
201802,78751,Irrigation - Residential,20600
201310,78617,Residential,18755700
201307,78729,Irrigation - Residential,19000
201311,78746,Irrigation - Residential,196500
201204,78742,Residential,657700
201501,78727,Irrigation - Residential,0
201511,78728,Irrigation - Multi-Family,1647500
201209,78717,Irrigation - Multi-Family,6502000
201406,78730,Residential,16486400
201508,78752,Irrigation - Multi-Family,183600
201603,78724,Multi-Family,11277800
201610,78703,Irrigation - Multi-Family,1240100
201408,78754,Irrigation - Multi-Family,2535700
201505,78728,Multi-Family,6670000
201701,78746,Irrigation - Multi-Family,221900
201212,78730,Irrigation - Multi-Family,1125600
201305,78757,Residential,38579600
201505,78717,Residential,26218100
201305,78653,Multi-Family,116100
201809,78721,Multi-Family,5297000
201601,78727,Irrigation - Residential,4900
201611,78730,Multi-Family,3900000
201208,78723,Irrigation - Multi-Family,326800
201606,78753,Irrigation - Residential,2600
201610,78725,Residential,2948300
201802,78752,Irrigation - Residential,1200
201808,78702,Residential,30947500
201601,78757,Irrigation - Residential,8900
201310,78722,Multi-Family,2583600
201501,78741,Irrigation - Multi-Family,1423500
201306,78741,Irrigation - Residential,7900
201210,78660,Multi-Family,3606800
201401,78749,Irrigation - Residential,3300
201304,78727,Irrigation - Residential,10600
201601,78736,Multi-Family,2442300
201302,78652,Residential,623900
201410,78728,Irrigation - Multi-Family,1493500
201711,78717,Irrigation - Multi-Family,4658800
201401,78729,Irrigation - Residential,8300
201601,78705,Residential,8050100
201403,78617,Irrigation - Residential,3300
201708,78746,Residential,77518700
201403,78739,Irrigation - Residential,5600
201611,78727,Multi-Family,21601900
201412,78758,Irrigation - Residential,11000
201202,78750,Multi-Family,10400000
201406,78701,Residential,1016300
201608,78727,Multi-Family,23228500
201502,78705,Irrigation - Multi-Family,335500
201506,78721,Residential,13515900
201507,78759,Multi-Family,38812200
201511,78745,Irrigation - Residential,72100
201702,78736,Irrigation - Residential,6500
201409,78702,Residential,30770300
201809,78757,Irrigation - Multi-Family,583300
201303,78660,Multi-Family,3052000
201512,78736,Irrigation - Multi-Family,557100
201806,78756,Irrigation - Multi-Family,229000
201511,78726,Irrigation - Residential,28100
201804,78730,Residential,21848000
201701,78660,Multi-Family,5930500
201503,78746,Multi-Family,10934200
201606,78704,Irrigation - Residential,146600
201803,78741,Irrigation - Multi-Family,1232100
201502,78704,Irrigation - Multi-Family,346700
201612,78613,Multi-Family,2568300
201305,78727,Multi-Family,20954900
201201,78727,Multi-Family,21880600
201507,78744,Irrigation - Multi-Family,1421700
201308,78721,Multi-Family,5399900
201208,78736,Irrigation - Residential,22900
201204,78728,Multi-Family,6612100
201403,78748,Irrigation - Residential,15700
201802,78719,Residential,1451900
201502,78617,Residential,16921300
201412,78746,Irrigation - Residential,155500
201710,78702,Multi-Family,11524500
201611,78728,Irrigation - Residential,2700
201212,78758,Irrigation - Residential,20400
201306,78735,Multi-Family,10810800
201212,78723,Irrigation - Multi-Family,385300
201312,78731,Irrigation - Residential,251700
201411,78754,Multi-Family,17755600
201507,78719,Residential,1594100
201409,78758,Irrigation - Multi-Family,5481900
201712,78745,Residential,61917900
201301,78754,Residential,21515800
201508,78722,Irrigation - Residential,200
201404,78701,Residential,1081100
201809,78717,Residential,46027500
201202,78717,Multi-Family,6778400
201605,78749,Residential,45859900
201511,78736,Multi-Family,2342100
201604,78736,Irrigation - Multi-Family,486100
201504,78753,Irrigation - Residential,2400
201202,78747,Irrigation - Residential,71600
201201,78726,Multi-Family,11858900
201606,78728,Irrigation - Multi-Family,1443700
201510,78750,Irrigation - Multi-Family,1783800
201701,78739,Irrigation - Multi-Family,0
201412,78741,Irrigation - Multi-Family,1855100
201605,78722,Multi-Family,2894000
201309,78731,Irrigation - Residential,935300
201202,78735,Multi-Family,8649700
201408,78701,Multi-Family,14231600
201509,78745,Multi-Family,36126800
201302,78717,Irrigation - Residential,14600
201507,78759,Irrigation - Residential,150100
201503,78723,Irrigation - Residential,400
201803,78757,Irrigation - Multi-Family,116600
201510,78756,Irrigation - Multi-Family,270400
201210,78717,Irrigation - Residential,28700
201211,78754,Residential,22349200
201305,78744,Multi-Family,26045300
201304,78703,Irrigation - Multi-Family,428400
201409,78750,Irrigation - Residential,53500
201209,78652,Multi-Family,63100
201303,78717,Multi-Family,7146900
201402,78724,Irrigation - Multi-Family,99100
201501,78724,Residential,21214800
201309,78748,Irrigation - Residential,31800
201606,78724,Residential,22207200
201511,78719,Multi-Family,448800
201507,78735,Residential,21490400
201305,78724,Multi-Family,12301000
201406,78756,Residential,11946100
201804,78750,Irrigation - Multi-Family,1125400
201609,78749,Residential,64126500
201502,78748,Irrigation - Multi-Family,1468200
201310,78660,Multi-Family,3376400
201405,78731,Irrigation - Residential,541400
201505,78701,Irrigation - Residential,16700
201305,78729,Multi-Family,22498200
201605,78722,Irrigation - Multi-Family,70200
201307,78746,Irrigation - Multi-Family,1247200
201311,78717,Multi-Family,8090000
201312,78753,Multi-Family,49188200
201205,78653,Residential,1282000
201407,78728,Irrigation - Multi-Family,2836000
201610,78729,Multi-Family,23149400
201702,78717,Irrigation - Residential,15900
201605,78736,Multi-Family,2165300
201309,78725,Residential,2620300
201305,78757,Irrigation - Residential,51600
201208,78727,Multi-Family,23697200
201312,78660,Residential,7113900
201509,78745,Irrigation - Residential,128600
201305,78724,Irrigation - Residential,21200
201602,78705,Residential,8295300
201311,78739,Residential,37458000
201203,78717,Irrigation - Residential,0
201804,78749,Irrigation - Multi-Family,2458300
201710,78702,Irrigation - Multi-Family,1173400
201706,78752,Irrigation - Multi-Family,217400
201504,78745,Irrigation - Residential,47600
201401,78731,Irrigation - Residential,299900
201209,78660,Irrigation - Residential,5300
201304,78730,Residential,13564100
201208,78660,Multi-Family,3969600
201503,78744,Irrigation - Multi-Family,393100
201207,78613,Irrigation - Multi-Family,54000
201410,78759,Residential,70151700
201601,78736,Irrigation - Residential,16300
201506,78727,Multi-Family,20407900
201402,78702,Residential,23542500
201703,78748,Irrigation - Multi-Family,3795700
201606,78653,Multi-Family,91300
201301,78758,Irrigation - Residential,37200
201704,78749,Irrigation - Residential,18200
201405,78702,Irrigation - Multi-Family,719900
201607,78705,Irrigation - Multi-Family,871700
201611,78745,Multi-Family,30861200
201203,78702,Irrigation - Multi-Family,328500
201402,78721,Irrigation - Residential,400
201304,78751,Irrigation - Multi-Family,382000
201608,78717,Irrigation - Residential,51900
201407,78725,Residential,3014400
201608,78735,Multi-Family,10716400
201206,78754,Irrigation - Residential,0
201309,78705,Irrigation - Multi-Family,566100
201608,78746,Multi-Family,15376700
201205,78702,Residential,29305900
201804,78749,Residential,56418800
201408,78721,Irrigation - Multi-Family,120000
201805,78736,Residential,13063300
201607,78738,Residential,29800
201511,78660,Irrigation - Residential,10200
201505,78726,Irrigation - Residential,44100
201602,78719,Multi-Family,319200
201507,78703,Multi-Family,13220200
201611,78723,Irrigation - Residential,1100
201802,78726,Multi-Family,12627200
201512,78728,Irrigation - Multi-Family,469900
201505,78652,Multi-Family,27300
201602,78729,Irrigation - Residential,700
201411,78701,Multi-Family,14694600
201307,78752,Irrigation - Multi-Family,257000
201301,78702,Residential,28383900
201212,78757,Irrigation - Multi-Family,110500
201502,78749,Irrigation - Residential,15800
201602,78757,Irrigation - Multi-Family,88100
201408,78702,Residential,29086100
201408,78613,Irrigation - Multi-Family,1899300
201508,78759,Irrigation - Multi-Family,1560700
201304,78747,Residential,23160400
201203,78736,Multi-Family,2024800
201701,78722,Irrigation - Multi-Family,58000
201309,78736,Irrigation - Residential,29200
201409,78730,Multi-Family,5101900
201501,78652,Residential,905600
201302,78704,Residential,39592600
201809,78724,Irrigation - Residential,29400
201506,78739,Residential,30173700
201710,78729,Residential,23311200
201410,78719,Residential,1492600
201412,78744,Irrigation - Residential,24000
201301,78739,Residential,39404300
201702,78730,Residential,14017200
201205,78717,Irrigation - Multi-Family,2901000
201602,78702,Residential,22994600
201703,78731,Irrigation - Multi-Family,262400
201210,78719,Residential,1598200
201608,78730,Irrigation - Residential,223400
201403,78754,Irrigation - Residential,11300
201602,78759,Irrigation - Multi-Family,629600
201701,78742,Multi-Family,211600
201505,78750,Irrigation - Multi-Family,679900
201206,78758,Irrigation - Multi-Family,3422200
201611,78750,Irrigation - Residential,13200
201301,78750,Multi-Family,12510000
201410,78738,Residential,8000
201607,78754,Irrigation - Multi-Family,4450000
201806,78726,Residential,26080200
201212,78717,Irrigation - Residential,33400
201809,78754,Irrigation - Residential,24200
201606,78750,Irrigation - Residential,25700
201502,78750,Irrigation - Residential,0
201309,78726,Irrigation - Multi-Family,8262700
201602,78722,Irrigation - Multi-Family,67500
201212,78719,Multi-Family,521000
201304,78748,Irrigation - Residential,11900
201205,78705,Irrigation - Multi-Family,459500
201209,78747,Multi-Family,9624200
201410,78701,Residential,1040100
201206,78660,Irrigation - Residential,21800
201601,78736,Residential,9697300
201608,78742,Multi-Family,244800
201202,78723,Multi-Family,19001300
201209,78747,Irrigation - Residential,64200
201607,78727,Irrigation - Multi-Family,6142300
201201,78751,Irrigation - Residential,41000
201604,78652,Residential,2347500
201409,78653,Residential,1331500
201311,78749,Multi-Family,16328500
201309,78721,Multi-Family,4938300
201207,78751,Irrigation - Multi-Family,973400
201212,78751,Residential,17553300
201408,78748,Multi-Family,19183200
201310,78754,Multi-Family,16910300
201602,78652,Irrigation - Residential,69300
201610,78724,Irrigation - Multi-Family,23100
201611,78703,Irrigation - Multi-Family,821400
201401,78739,Irrigation - Residential,0
201304,78729,Irrigation - Multi-Family,2523100
201405,78756,Irrigation - Multi-Family,68400
201608,78702,Irrigation - Multi-Family,1461100
201507,78746,Irrigation - Multi-Family,902700
201501,78717,Irrigation - Multi-Family,1619000
201612,78738,Residential,700
201304,78727,Multi-Family,19466000
201408,78701,Residential,1270100
201605,78759,Irrigation - Residential,33200
201210,78730,Irrigation - Multi-Family,1863700
201806,78723,Multi-Family,22237100
201509,78660,Multi-Family,4239900
201509,78721,Irrigation - Multi-Family,17000
201601,78652,Irrigation - Residential,95000
201803,78617,Irrigation - Multi-Family,3300
201703,78704,Irrigation - Multi-Family,2341400
